"id","total_2011","total_2012","total_2013","population_2011","population_2012","population_2013","rate_2011","rate_2012","rate_2013"
"10001",43,15,10,32592,32876,33146,1.3,0.46,0.3
"10002",0,1,0,0,4217,0,0,0.24,0
"10004",106,30,32,34819,35090,35384,3,0.85,0.9
"10005",3471,2593,2238,610384,619284,627657,5.7,4.2,3.6
"10007",0,782,1952,0,344986,348674,0,2.3,5.6
"10008",78,31,23,35320,35652,35976,2.2,0.87,0.64
"10009",1,2,13,10366,10380,10408,0.096,0.19,1.2
"1001",2717,2838,2154,823056,835348,847308,3.3,3.4,2.5
"10012",3342,1298,466,147074,148853,150565,23,8.7,3.1
"10013",0,14,12,0,26398,26660,0,0.53,0.45
"10014",42,37,29,34538,34828,35150,1.2,1.1,0.83
"10015",8,6,4,12718,12749,12791,0.63,0.47,0.31
"10016",39,15,27,19115,19264,19372,2,0.78,1.4
"10018",34,61,25,11739,11858,11952,2.9,5.1,2.1
"10019",6,6,0,5456,5540,0,1.1,1.1,0
"1002",27,12,25,46970,47634,48294,0.57,0.25,0.52
"10020",16,7,8,12210,12240,12269,1.3,0.57,0.65
"10021",8,7,0,10828,10900,0,0.74,0.64,0
"10022",41,25,16,25789,26020,26232,1.6,0.96,0.61
"10023",67,58,48,50576,50898,51278,1.3,1.1,0.94
"10024",18,9,4,13416,13582,13784,1.3,0.66,0.29
"10026",23,10,40,20202,20288,20408,1.1,0.49,2
"10027",0,0,1,0,0,6116,0,0,0.16
"10028",25,17,21,12421,12571,12730,2,1.4,1.6
"1003",17,25,34,55510,56096,56702,0.31,0.45,0.6
"10032",187,82,64,46842,47374,47894,4,1.7,1.3
"10033",1,4,1,6885,6878,6892,0.15,0.58,0.15
"10034",39,25,27,26980,27014,27172,1.4,0.93,0.99
"10035",27,24,12,10889,10800,10732,2.5,2.2,1.1
"10036",2,8,11,22942,23534,23714,0.087,0.34,0.46
"10037",7,10,2,8864,8960,9042,0.79,1.1,0.22
"10038",168,66,28,21749,21874,22018,7.7,3,1.3
"10039",43,25,22,27024,27236,27492,1.6,0.92,0.8
"1004",24,5,9,15462,15659,15861,1.6,0.32,0.57
"1005",122,89,109,104196,106428,108512,1.2,0.84,1
"1006",33,26,42,42877,43340,43840,0.77,0.6,0.96
"1007",43,28,23,50411,50990,51604,0.85,0.55,0.45
"1008",1,1,2,8710,8830,8951,0.11,0.11,0.22
"1009",7,9,6,20348,20658,20960,0.34,0.44,0.29
"1010",12,4,12,19373,19618,19868,0.62,0.2,0.6
"1011",41,26,34,37596,38492,39322,1.1,0.68,0.86
"11001",31,62,82,86264,86784,87318,0.36,0.71,0.94
"11002",109,133,125,111002,111422,111856,0.98,1.2,1.1
"11003",137,215,253,165682,167601,169414,0.83,1.3,1.5
"11004",53,65,110,66096,66646,67196,0.8,0.98,1.6
"11005",62,79,166,88196,89254,90244,0.7,0.89,1.8
"11006",0,1,0,5739,5770,5798,0,0.17,0
"11007",1202,1667,1818,482644,487690,492438,2.5,3.4,3.7
"11008",26,53,48,37937,38135,38346,0.69,1.4,1.3
"11009",39,47,66,79792,80458,81146,0.49,0.58,0.81
"11010",3,7,9,11876,11910,11954,0.25,0.59,0.75
"11011",108,189,253,89959,90342,90788,1.2,2.1,2.8
"11012",16,26,21,28148,28437,28700,0.57,0.91,0.73
"11013",13,15,16,23836,23977,24138,0.55,0.63,0.66
"11014",57,118,206,151561,152599,153731,0.38,0.77,1.3
"11015",132,318,369,176943,178758,180500,0.75,1.8,2
"11016",5,14,10,20552,20668,20785,0.24,0.68,0.48
"11017",604,885,1116,546914,553136,558900,1.1,1.6,2
"11018",15,12,18,37804,38223,38593,0.4,0.31,0.47
"11019",23,23,21,52220,52632,53036,0.44,0.44,0.4
"11020",1145,1618,2165,1477980,1492750,1507044,0.77,1.1,1.4
"11021",72,72,61,50200,50390,50592,1.4,1.4,1.2
"11022",6,11,6,23170,23308,23458,0.26,0.47,0.26
"11023",83,120,272,153196,154091,155020,0.54,0.78,1.8
"11024",2,8,13,11558,11688,11803,0.17,0.68,1.1
"11025",24,68,82,72000,73290,74445,0.33,0.93,1.1
"11026",31,57,35,58191,58681,59162,0.53,0.97,0.59
"11027",362,505,706,268223,270716,273022,1.3,1.9,2.6
"11028",87,118,126,98506,98706,98966,0.88,1.2,1.3
"11029",11,11,10,37736,37908,38120,0.29,0.29,0.26
"11030",21,56,57,109468,110202,110986,0.19,0.51,0.51
"11031",83,140,144,116220,117010,117843,0.71,1.2,1.2
"11032",51,41,74,75606,76882,78030,0.67,0.53,0.95
"11033",106,145,137,119120,120334,121544,0.89,1.2,1.1
"11034",4,2,7,5246,5284,5320,0.76,0.38,1.3
"11035",56,76,92,81516,82270,83010,0.69,0.92,1.1
"11036",3,8,5,6770,6785,6802,0.44,1.2,0.74
"11037",274,319,334,179221,181574,183758,1.5,1.8,1.8
"11038",8,5,5,11991,12102,12199,0.67,0.41,0.41
"11039",24,25,36,36370,36567,36760,0.66,0.68,0.98
"11040",2,4,3,18646,18800,18958,0.11,0.21,0.16
"11041",50,59,78,61005,61617,62182,0.82,0.96,1.3
"11042",50,113,100,144543,145599,146623,0.35,0.78,0.68
"11043",7,8,5,20022,19954,19949,0.35,0.4,0.25
"11044",79,113,129,57361,57900,58424,1.4,2,2.2
"11045",4,4,1,11745,11774,11811,0.34,0.34,0.085
"11046",47,67,77,72732,73346,73908,0.65,0.91,1
"12001",5764,5845,4855,817933,826366,833790,7,7.1,5.8
"12002",3,3,0,25593,25694,25810,0.12,0.12,0
"12003",6,42,33,38839,38814,38868,0.15,1.1,0.85
"12004",7,8,7,19576,19746,19896,0.36,0.41,0.35
"12005",0,0,2,6894,6980,7053,0,0,0.28
"12006",7,7,22,12540,12481,12447,0.56,0.56,1.8
"12007",74,67,41,32755,32800,32864,2.3,2,1.2
"12008",0,1,0,8638,8692,8738,0,0.12,0
"12009",0,1,0,5872,5915,5958,0,0.17,0
"12010",14,6,5,27028,27173,27324,0.52,0.22,0.18
"12011",113,181,150,62538,62706,62882,1.8,2.9,2.4
"12012",78,75,33,64454,64950,65434,1.2,1.2,0.5
"12013",2,3,16,14789,14862,14924,0.14,0.2,1.1
"12014",7,9,2,15250,15259,15262,0.46,0.59,0.13
"12015",3,3,8,12913,12940,12964,0.23,0.23,0.62
"12016",0,0,3,13158,13044,12967,0,0,0.23
"12017",8,5,21,15026,15066,15105,0.53,0.33,1.4
"12018",6,0,3,14150,14303,14430,0.42,0,0.21
"12019",2,1,1,14726,14762,14812,0.14,0.068,0.068
"12020",1,4,9,19201,19260,19336,0.052,0.21,0.47
"12021",117,201,166,75242,75607,75961,1.6,2.7,2.2
"12022",173,104,111,42634,42443,42313,4.1,2.5,2.6
"12023",20,17,23,26615,26754,26884,0.75,0.64,0.86
"12024",0,0,3,7111,7098,7102,0,0,0.42
"12025",1,4,1,15318,15291,15276,0.065,0.26,0.065
"12026",0,4,8,9296,9281,9270,0,0.43,0.86
"12027",14,28,13,21752,21764,21776,0.64,1.3,0.6
"12028",136,130,100,125142,126474,127686,1.1,1,0.78
"12029",1001,1033,1071,252076,255642,258846,4,4,4.1
"12030",5,17,13,20694,20793,20890,0.24,0.82,0.62
"12031",3,2,6,6374,6327,6292,0.47,0.32,0.95
"12032",5,2,18,37196,37128,37179,0.13,0.054,0.48
"12033",4,2,9,14696,14746,14801,0.27,0.14,0.61
"12034",3,3,17,38252,38416,38562,0.078,0.078,0.44
"12035",578,500,512,145067,146461,147717,4,3.4,3.5
"12036",8,9,7,10984,11014,11056,0.73,0.82,0.63
"12037",0,449,2,6788,6829,6864,0,66,0.29
"12038",571,449,382,123522,125299,126876,4.6,3.6,3
"12039",9,10,22,25002,25146,25280,0.36,0.4,0.87
"12040",3,4,18,25366,25473,25631,0.12,0.16,0.7
"12041",9,8,5,30160,30278,30409,0.3,0.26,0.16
"12042",8,1,0,18413,18630,18823,0.43,0.054,0
"12043",2,2,1,19212,19156,19150,0.1,0.1,0.052
"12044",0,0,4,11656,11702,11763,0,0,0.34
"12045",7,6,12,25418,25607,25788,0.28,0.23,0.47
"12046",159,150,105,63171,63701,64209,2.5,2.4,1.6
"12047",2,6,3,7078,7050,7036,0.28,0.85,0.43
"12048",36,14,48,45639,45544,45563,0.79,0.31,1.1
"12049",2,13,11,11780,11814,11850,0.17,1.1,0.93
"12050",51,92,99,37674,37726,37819,1.4,2.4,2.6
"12051",5,1,3,35257,35238,35289,0.14,0.028,0.085
"12052",15,15,8,42762,42569,42480,0.35,0.35,0.19
"12053",21,35,26,49643,49866,50075,0.42,0.7,0.52
"12054",4,14,41,28474,28403,28410,0.14,0.49,1.4
"12055",162,153,138,106522,107074,107604,1.5,1.4,1.3
"12056",22,14,8,44741,44776,44854,0.49,0.31,0.18
"12057",147,175,151,63654,63983,64270,2.3,2.7,2.3
"12058",57,113,137,54784,54887,55018,1,2.1,2.5
"12059",6,16,18,31134,31244,31338,0.19,0.51,0.57
"12060",4,3,3,13341,13343,13360,0.3,0.22,0.22
"12061",49,5,51,41180,41464,41733,1.2,0.12,1.2
"12062",7,13,4,22063,22332,22574,0.32,0.58,0.18
"12063",1,0,1,10258,10328,10392,0.097,0,0.096
"12064",7,8,1,11656,11623,11594,0.6,0.69,0.086
"12065",3,5,2,7272,7310,7346,0.41,0.68,0.27
"12066",198,322,181,85961,87706,89220,2.3,3.7,2
"12067",5,16,18,22252,22300,22355,0.22,0.72,0.81
"12068",69,6,62,26121,26086,26096,2.6,0.23,2.4
"12069",1,10,3,12341,12211,12128,0.081,0.82,0.25
"12070",0,0,1,7174,7167,7170,0,0,0.14
"12071",7,4,6,28870,29107,29334,0.24,0.14,0.2
"12072",12,7,3,10727,10755,10793,1.1,0.65,0.28
"12073",6,2,2,18935,18676,18482,0.32,0.11,0.11
"12074",1,1,0,23328,23530,23713,0.043,0.042,0
"12075",13,13,46,48111,48736,49282,0.27,0.27,0.93
"12076",5,5,9,33656,33880,34117,0.15,0.15,0.26
"12077",13,8,12,13264,13351,13433,0.98,0.6,0.89
"12078",0,6,3,19284,19423,19557,0,0.31,0.15
"12079",0,0,0,15913,15903,15932,0,0,0
"12080",1,4,4,7412,7474,7524,0.13,0.54,0.53
"12081",0,0,0,10632,10632,10654,0,0,0
"13001",6,3,5,20580,20734,20932,0.29,0.14,0.24
"13002",5,8,11,41735,42209,42832,0.12,0.19,0.26
"13003",251,133,148,55899,56564,57230,4.5,2.4,2.6
"13004",4,3,2,9072,9116,9151,0.44,0.33,0.22
"13005",2,2,5,17284,17433,17528,0.12,0.11,0.29
"13006",3,2,6,19357,19420,19727,0.15,0.1,0.3
"13007",0,4,5,0,11508,11588,0,0.35,0.43
"13008",62,80,56,43411,43758,44134,1.4,1.8,1.3
"13009",7,8,5,17942,18182,18381,0.39,0.44,0.27
"13010",9,10,33,27482,27754,28050,0.33,0.36,1.2
"13011",4,2,0,19593,19604,0,0.2,0.1,0
"13012",29,17,17,27736,28045,28404,1,0.61,0.6
"13013",44,18,61,32206,32717,33205,1.4,0.55,1.8
"13014",0,1,2,0,17171,17282,0,0.058,0.12
"13015",3,2,0,18978,19301,0,0.16,0.1,0
"13016",9,6,14,56662,57414,58580,0.16,0.1,0.24
"13017",1,0,2,12452,0,12615,0.08,0,0.16
"13018",0,0,1,0,0,22907,0,0,0.044
"13019",2,0,2,17961,0,18418,0.11,0,0.11
"13021",2,5,6,13587,13724,13838,0.15,0.36,0.43
"13022",0,2,8,0,14594,14846,0,0.14,0.54
"13023",4,1,15,35082,35348,36050,0.11,0.028,0.42
"13024",7,1,7,17643,17706,18030,0.4,0.056,0.39
"13025",1,0,1,22591,0,22390,0.044,0,0.045
"13026",0,0,1,0,0,13017,0,0,0.077
"13027",4,2,4,23701,23713,23781,0.17,0.084,0.17
"13028",59,44,50,124494,124990,125805,0.47,0.35,0.4
"13029",64,40,48,45372,45902,46394,1.4,0.87,1
"13030",219,132,125,89707,91220,92664,2.4,1.4,1.3
"13031",9,7,10,12974,13014,13090,0.69,0.54,0.76
"13034",1,0,2,9905,0,9914,0.1,0,0.2
"13035",8,12,6,11941,12194,12323,0.67,0.98,0.49
"13036",0,2,6,0,9606,9666,0,0.21,0.62
"13037",6,6,11,21928,22066,22147,0.27,0.27,0.5
"13038",1,4,5,8198,8360,8471,0.12,0.48,0.59
"13039",1,2,2,14195,14479,14663,0.07,0.14,0.14
"13040",0,5,5,0,10516,10536,0,0.48,0.47
"13041",92,70,61,44150,44718,45278,2.1,1.6,1.3
"13042",3,5,15,11372,11417,11481,0.26,0.44,1.3
"13043",1,0,0,6707,0,0,0.15,0,0
"13044",0,1,3,0,15818,15880,0,0.063,0.19
"13045",6,7,1,9314,9467,9492,0.64,0.74,0.11
"13046",1,0,5,39343,0,39143,0.025,0,0.13
"13048",1174,1100,1111,269277,268367,269082,4.4,4.1,4.1
"13049",0,1,6,0,18394,18449,0,0.054,0.33
"13050",4,7,25,22881,23195,23550,0.17,0.3,1.1
"13051",62,57,139,143716,152112,159265,0.43,0.37,0.87
"13052",12,6,11,33251,33734,34191,0.36,0.18,0.32
"13053",8,5,7,18169,18074,18049,0.44,0.28,0.39
"13054",8,8,8,33810,34097,34648,0.24,0.23,0.23
"13055",3,2,2,16433,16621,16884,0.18,0.12,0.12
"13056",4,8,16,34485,35006,35519,0.12,0.23,0.45
"13057",3,10,14,15241,15408,15576,0.2,0.65,0.9
"13058",1,0,0,17175,0,0,0.058,0,0
"13059",2,0,6,35772,0,36618,0.056,0,0.16
"13060",13,24,17,17519,17630,17761,0.74,1.4,0.96
"13061",103,119,141,52219,52390,52637,2,2.3,2.7
"13062",3,3,2,29494,29516,29629,0.1,0.1,0.068
"13063",143,173,168,83422,84656,85850,1.7,2,2
"13064",2,1,8,10147,10245,10411,0.2,0.098,0.77
"13065",0,0,1,0,0,11761,0,0,0.085
"13066",2,1,11,11888,11926,12083,0.17,0.084,0.91
"13067",20,8,23,49481,49818,50860,0.4,0.16,0.45
"13068",0,2,1,0,14160,14174,0,0.14,0.071
"13069",266,309,385,109307,115314,120409,2.4,2.7,3.2
"13070",3,6,17,17575,17746,17972,0.17,0.34,0.95
"13071",0,0,1,0,0,9860,0,0,0.1
"13072",2,2,6,10506,10800,11010,0.19,0.19,0.54
"13073",5,1,3,36873,36955,37275,0.14,0.027,0.08
"13074",107,73,94,27330,27562,27818,3.9,2.6,3.4
"13075",2,3,7,13610,13772,13933,0.15,0.22,0.5
"13076",297,245,302,106812,108077,109330,2.8,2.3,2.8
"13077",653,555,511,157186,159776,162243,4.2,3.5,3.1
"13079",1,0,1,7374,0,7405,0.14,0,0.14
"13080",2,0,1,23748,0,23776,0.084,0,0.042
"13081",24,39,26,34067,34832,35419,0.7,1.1,0.73
"13082",0,2,9,0,18559,18742,0,0.11,0.48
"13083",10,16,25,42185,43728,45152,0.24,0.37,0.55
"13084",19,12,16,39499,39902,40313,0.48,0.3,0.4
"14001",0,0,0,22065,0,0,0,0,0
"14002",0,0,0,23710,0,0,0,0,0
"14003",0,0,0,22031,0,0,0,0,0
"14004",0,0,0,5725,0,0,0,0,0
"14005",0,0,0,15040,0,0,0,0,0
"14006",0,0,0,58734,0,0,0,0,0
"14007",0,0,0,9085,0,0,0,0,0
"14008",0,0,0,75729,0,0,0,0,0
"14009",0,0,0,18312,0,0,0,0,0
"14010",0,0,0,6792,0,0,0,0,0
"14011",0,0,0,5558,0,0,0,0,0
"14012",0,0,0,4163,0,0,0,0,0
"14013",0,0,0,59721,0,0,0,0,0
"14014",0,0,0,8451,0,0,0,0,0
"14015",0,0,0,59282,0,0,0,0,0
"14016",0,0,0,39417,0,0,0,0,0
"14017",0,0,0,12904,0,0,0,0,0
"14018",0,0,0,65956,0,0,0,0,0
"14019",0,0,0,7313,0,0,0,0,0
"14020",0,0,0,10336,0,0,0,0,0
"14021",0,0,0,22322,0,0,0,0,0
"14022",0,0,0,41612,0,0,0,0,0
"14023",211,223,0,103065,104042,0,2,2.1,0
"14024",0,0,0,26708,0,0,0,0,0
"14025",0,0,0,18728,0,0,0,0,0
"14026",0,0,0,6168,0,0,0,0,0
"14027",0,0,0,17678,0,0,0,0,0
"14028",0,0,0,2227,0,0,0,0,0
"14029",0,0,0,18357,0,0,0,0,0
"14030",0,0,0,50605,0,0,0,0,0
"14031",0,0,0,3884,0,0,0,0,0
"14032",0,0,0,6026,0,0,0,0,0
"14033",0,0,0,21878,0,0,0,0,0
"14034",0,0,0,2152,0,0,0,0,0
"14035",0,0,0,52964,0,0,0,0,0
"14036",0,0,0,19074,0,0,0,0,0
"14037",0,0,0,24629,0,0,0,0,0
"14038",0,0,0,4401,0,0,0,0,0
"14039",6063,5197,7491,1506426,1499340,1498925,4,3.5,5
"14040",0,0,0,10870,0,0,0,0,0
"14041",0,0,0,6341,0,0,0,0,0
"14042",0,0,0,9072,0,0,0,0,0
"14043",0,0,0,24421,0,0,0,0,0
"14044",0,0,0,46198,0,0,0,0,0
"14045",0,0,0,19419,0,0,0,0,0
"14046",0,0,0,33032,0,0,0,0,0
"14047",0,0,0,23498,0,0,0,0,0
"14048",0,0,0,19054,0,0,0,0,0
"14049",0,0,0,9875,0,0,0,0,0
"14050",0,0,0,43508,0,0,0,0,0
"14051",0,0,0,13653,0,0,0,0,0
"14052",0,0,0,5620,0,0,0,0,0
"14053",178,193,222,159060,161204,163148,1.1,1.2,1.4
"14054",0,0,0,5568,0,0,0,0,0
"14055",0,0,0,22098,0,0,0,0,0
"14056",0,0,0,2515,0,0,0,0,0
"14057",0,0,0,3834,0,0,0,0,0
"14058",0,0,0,14628,0,0,0,0,0
"14059",0,0,0,13744,0,0,0,0,0
"14060",0,0,0,6096,0,0,0,0,0
"14061",0,0,0,18633,0,0,0,0,0
"14062",0,0,0,3680,0,0,0,0,0
"14063",192,143,160,94996,95718,96443,2,1.5,1.7
"14064",0,0,0,30804,0,0,0,0,0
"14065",0,0,0,12346,0,0,0,0,0
"14066",0,0,0,49838,0,0,0,0,0
"14067",777,706,584,268046,273372,277896,2.9,2.6,2.1
"14068",0,0,0,11862,0,0,0,0,0
"14069",0,0,0,8850,0,0,0,0,0
"14070",359,432,420,146040,149574,152515,2.5,2.9,2.8
"14071",0,0,0,3219,0,0,0,0,0
"14072",0,0,0,6835,0,0,0,0,0
"14073",0,0,0,67868,0,0,0,0,0
"14074",0,0,0,16310,0,0,0,0,0
"14075",0,0,0,3848,0,0,0,0,0
"14076",0,0,0,3483,0,0,0,0,0
"14077",0,0,0,27088,0,0,0,0,0
"14078",0,0,0,32568,0,0,0,0,0
"14079",0,0,0,14512,0,0,0,0,0
"14080",0,0,0,5830,0,0,0,0,0
"14081",0,0,0,3770,0,0,0,0,0
"14082",0,0,0,35320,0,0,0,0,0
"14083",0,0,0,72826,0,0,0,0,0
"14093",181,285,364,140062,141618,143072,1.3,2,2.5
"14097",872,980,826,467219,492327,512099,1.9,2,1.6
"14098",1273,1207,1459,626078,633331,640123,2,1.9,2.3
"14101",662,742,959,500619,510251,518486,1.3,1.5,1.8
"14120",2925,3021,4003,1283618,1300046,1314938,2.3,2.3,3
"14123",0,0,165,0,0,18392,0,0,9
"15001",19,46,39,63643,64424,64899,0.3,0.71,0.6
"15002",432,633,633,156052,164926,172538,2.8,3.8,3.7
"15003",23,26,34,47156,47906,48657,0.49,0.54,0.7
"15004",11,12,17,15452,15612,15790,0.71,0.77,1.1
"15005",144,170,245,157108,160499,163727,0.92,1.1,1.5
"15006",36,1,15,11709,12020,12302,3.1,0.083,1.2
"15007",5,17,25,24163,24586,25005,0.21,0.69,1
"15008",8,7,5,27041,27048,27148,0.3,0.26,0.18
"15009",232,320,208,50056,50430,50888,4.6,6.3,4.1
"15010",38,90,28,28874,29270,29608,1.3,3.1,0.95
"15011",129,138,172,61357,63428,65261,2.1,2.2,2.6
"15012",14,11,25,10934,11156,11370,1.3,0.99,2.2
"15013",2663,1887,2899,512332,518766,525372,5.2,3.6,5.5
"15014",136,165,282,100500,103072,105467,1.4,1.6,2.7
"15015",40,40,24,29414,30028,30608,1.4,1.3,0.78
"15016",37,42,49,27196,27776,28312,1.4,1.5,1.7
"15017",11,22,14,9812,10200,10538,1.1,2.2,1.3
"15018",35,75,130,50478,51772,52958,0.69,1.4,2.5
"15019",25,33,67,35975,36587,37188,0.69,0.9,1.8
"15020",3762,2854,2158,287061,288886,291200,13,9.9,7.4
"15021",25,42,67,38172,38816,39454,0.65,1.1,1.7
"15022",59,43,54,12556,12640,12744,4.7,3.4,4.2
"15023",53,48,147,40198,40423,40748,1.3,1.2,3.6
"15024",1022,871,1150,152142,156958,161251,6.7,5.5,7.1
"15025",2545,2981,2491,333339,342220,350414,7.6,8.7,7.1
"15026",8,9,5,29788,30667,31463,0.27,0.29,0.16
"15027",9,20,28,10804,11290,11712,0.83,1.8,2.4
"15028",47,74,78,27902,28505,29068,1.7,2.6,2.7
"15029",746,1107,678,181737,183572,185650,4.1,6,3.7
"15030",108,135,154,24294,24820,25314,4.4,5.4,6.1
"15031",1903,889,2042,655120,670029,684214,2.9,1.3,3
"15032",20,29,32,35194,35764,36346,0.57,0.81,0.88
"15033",18761,14835,14742,1710001,1721195,1735474,11,8.6,8.5
"15034",12,7,8,9912,10098,10282,1.2,0.69,0.78
"15035",260,245,553,113922,120263,125740,2.3,2,4.4
"15036",23,17,38,41828,42444,43065,0.55,0.4,0.88
"15037",1007,736,839,254990,259148,263241,3.9,2.8,3.2
"15038",3,5,10,10968,11207,11431,0.27,0.45,0.87
"15039",2939,3578,2042,492192,500428,508657,6,7.1,4
"15040",50,50,94,35362,35952,36533,1.4,1.4,2.6
"15041",2,3,7,6864,6915,6976,0.29,0.43,1
"15042",134,111,199,149459,152220,154927,0.9,0.73,1.3
"15043",17,34,38,29436,30494,31438,0.58,1.1,1.2
"15044",43,42,72,27251,27459,27709,1.6,1.5,2.6
"15045",153,186,196,89341,91371,93265,1.7,2,2.1
"15046",6,4,21,19582,20224,20796,0.31,0.2,1
"15047",21,11,17,73135,74560,75940,0.29,0.15,0.22
"15048",37,58,42,64495,65567,66622,0.57,0.88,0.63
"15049",3,16,14,13670,13958,14228,0.22,1.1,0.98
"15050",22,38,48,24826,25268,25699,0.89,1.5,1.9
"15051",346,389,544,146285,150819,154864,2.4,2.6,3.5
"15052",34,37,31,27010,27438,27857,1.3,1.3,1.1
"15053",124,118,215,55066,57053,58805,2.3,2.1,3.7
"15054",1351,1185,1452,224022,226854,229746,6,5.2,6.3
