"id","state_code","total_2011","total_2012","total_2013","population_2011","population_2012","population_2013","rate_2011","rate_2012","rate_2013","h2011","h2012","h2013","rh2011","rh2012","rh2013"
8058,8,5,6,1,3161,3210,3200,1.6,1.9,0.31,3,3,1,0.95,0.94,0.31
8059,8,4,11,21,4935,4950,5000,0.81,2.2,4.2,1,4,6,0.2,0.81,1.2
8060,8,12,6,11,10929,11025,11000,1.1,0.54,0.99,6,1,1,0.55,0.091,0.091
8061,8,9,14,13,3779,3770,3800,2.4,3.7,3.5,2,1,2,0.53,0.27,0.53
8062,8,52,28,18,34476,35065,36000,1.5,0.8,0.51,27,8,14,0.78,0.23,0.39
8063,8,14,7,9,6438,6450,6500,2.2,1.1,1.4,11,5,5,1.7,0.78,0.77
8064,8,1,2,0,1940,1958,0,0.52,1,0,0,2,0,0,1,0
8065,8,48,41,34,21184,21334,21000,2.3,1.9,1.6,42,33,32,2,1.5,1.5
8066,8,21,14,12,8542,8635,8700,2.5,1.6,1.4,19,10,10,2.2,1.2,1.2
8067,8,9,9,11,5485,5586,5700,1.6,1.6,1.9,6,5,7,1.1,0.9,1.2
9002,9,2745,2744,2157,417034,414231,410000,6.6,6.6,5.2,18,41,22,0.043,0.099,0.053
9003,9,4092,3467,3190,624598,621969,620000,6.6,5.6,5.2,28,19,28,0.045,0.031,0.045
9004,9,543,393,348,190081,190840,190000,2.9,2.1,1.8,12,14,12,0.063,0.073,0.063
9005,9,7705,7012,6889,1194168,1188169,1200000,6.5,5.9,5.8,118,132,135,0.099,0.11,0.11
9006,9,2743,2503,2153,386378,383611,380000,7.1,6.5,5.6,27,34,18,0.07,0.089,0.047
9007,9,10092,9846,8519,1830454,1821335,1800000,5.5,5.4,4.7,174,182,149,0.095,0.1,0.082
9008,9,692,572,543,242210,242332,240000,2.9,2.4,2.2,14,9,10,0.058,0.037,0.041
9009,9,144,171,173,134234,135225,140000,1.1,1.3,1.3,9,6,9,0.067,0.044,0.066
9010,9,3613,3239,3063,734825,734763,730000,4.9,4.4,4.2,61,50,56,0.083,0.068,0.076
9011,9,1326,1192,1142,365060,365302,370000,3.6,3.3,3.1,27,30,38,0.074,0.082,0.1
9012,9,3262,2558,2090,663032,665408,670000,4.9,3.8,3.1,47,49,44,0.071,0.074,0.066
9013,9,1551,1403,1175,419305,418799,420000,3.7,3.4,2.8,29,25,28,0.069,0.06,0.067
9014,9,3565,3056,2536,394675,396736,4e+05,9,7.7,6.4,30,20,18,0.076,0.05,0.045
9015,9,7072,6589,5460,537235,537010,540000,13,12,10,70,69,71,0.13,0.13,0.13
9016,9,3606,3070,2395,379368,380310,380000,9.5,8.1,6.3,44,30,38,0.12,0.079,0.1
9017,9,4197,3650,2984,433003,429313,430000,9.7,8.5,7,70,68,70,0.16,0.16,0.16
10001,10,43,15,10,32592,32876,33000,1.3,0.46,0.3,14,4,3,0.43,0.12,0.091
10002,10,0,1,0,0,4217,0,0,0.24,0,0,1,0,0,0.24,0
10004,10,106,30,32,34819,35090,35000,3,0.85,0.9,12,3,6,0.34,0.086,0.17
10005,10,3471,2593,2238,610384,619284,630000,5.7,4.2,3.6,204,156,82,0.33,0.25,0.13
10007,10,0,782,1952,0,344986,350000,0,2.3,5.6,0,112,145,0,0.32,0.42
10008,10,78,31,23,35320,35652,36000,2.2,0.87,0.64,1,3,4,0.028,0.084,0.11
10009,10,1,2,13,10366,10380,10000,0.096,0.19,1.2,0,2,10,0,0.19,0.96
10012,10,3342,1298,466,147074,148853,150000,23,8.7,3.1,253,141,60,1.7,0.95,0.4
10013,10,0,14,12,0,26398,27000,0,0.53,0.45,0,4,1,0,0.15,0.038
10014,10,42,37,29,34538,34828,35000,1.2,1.1,0.83,30,22,20,0.87,0.63,0.57
10015,10,8,6,4,12718,12749,13000,0.63,0.47,0.31,1,2,2,0.079,0.16,0.16
10016,10,39,15,27,19115,19264,19000,2,0.78,1.4,11,8,2,0.58,0.42,0.1
10018,10,34,61,25,11739,11858,12000,2.9,5.1,2.1,17,37,15,1.4,3.1,1.3
10019,10,6,6,0,5456,5540,0,1.1,1.1,0,2,4,0,0.37,0.72,0
10020,10,16,7,8,12210,12240,12000,1.3,0.57,0.65,2,3,0,0.16,0.25,0
10021,10,8,7,0,10828,10900,0,0.74,0.64,0,NA,NA,NA,NA,NA,NA
10022,10,41,25,16,25789,26020,26000,1.6,0.96,0.61,12,1,2,0.47,0.038,0.076
10023,10,67,58,48,50576,50898,51000,1.3,1.1,0.94,38,33,22,0.75,0.65,0.43
10024,10,18,9,4,13416,13582,14000,1.3,0.66,0.29,9,4,1,0.67,0.29,0.073
10026,10,23,10,40,20202,20288,20000,1.1,0.49,2,13,5,35,0.64,0.25,1.7
10027,10,0,0,1,0,0,6100,0,0,0.16,NA,NA,NA,NA,NA,NA
10028,10,25,17,21,12421,12571,13000,2,1.4,1.6,4,6,5,0.32,0.48,0.39
10032,10,187,82,64,46842,47374,48000,4,1.7,1.3,60,20,14,1.3,0.42,0.29
10033,10,1,4,1,6885,6878,6900,0.15,0.58,0.15,0,1,0,0,0.15,0
10034,10,39,25,27,26980,27014,27000,1.4,0.93,0.99,31,16,22,1.1,0.59,0.81
10035,10,27,24,12,10889,10800,11000,2.5,2.2,1.1,18,8,5,1.7,0.74,0.47
10036,10,2,8,11,22942,23534,24000,0.087,0.34,0.46,0,5,6,0,0.21,0.25
10037,10,7,10,2,8864,8960,9000,0.79,1.1,0.22,4,6,1,0.45,0.67,0.11
10038,10,168,66,28,21749,21874,22000,7.7,3,1.3,19,7,5,0.87,0.32,0.23
10039,10,43,25,22,27024,27236,27000,1.6,0.92,0.8,9,4,8,0.33,0.15,0.29
11001,11,31,62,82,86264,86784,87000,0.36,0.71,0.94,9,14,6,0.1,0.16,0.069
11002,11,109,133,125,111002,111422,110000,0.98,1.2,1.1,28,25,22,0.25,0.22,0.2
11003,11,137,215,253,165682,167601,170000,0.83,1.3,1.5,29,28,19,0.18,0.17,0.11
11004,11,53,65,110,66096,66646,67000,0.8,0.98,1.6,4,8,7,0.061,0.12,0.1
11005,11,62,79,166,88196,89254,90000,0.7,0.89,1.8,7,9,12,0.079,0.1,0.13
11006,11,0,1,0,5739,5770,5800,0,0.17,0,0,0,0,0,0,0
11007,11,1202,1667,1818,482644,487690,490000,2.5,3.4,3.7,90,99,65,0.19,0.2,0.13
11008,11,26,53,48,37937,38135,38000,0.69,1.4,1.3,7,11,4,0.18,0.29,0.1
11009,11,39,47,66,79792,80458,81000,0.49,0.58,0.81,7,5,8,0.088,0.062,0.099
11010,11,3,7,9,11876,11910,12000,0.25,0.59,0.75,1,2,1,0.084,0.17,0.084
11011,11,108,189,253,89959,90342,91000,1.2,2.1,2.8,12,19,8,0.13,0.21,0.088
11012,11,16,26,21,28148,28437,29000,0.57,0.91,0.73,2,4,4,0.071,0.14,0.14
11013,11,13,15,16,23836,23977,24000,0.55,0.63,0.66,2,1,2,0.084,0.042,0.083
11014,11,57,118,206,151561,152599,150000,0.38,0.77,1.3,12,26,16,0.079,0.17,0.1
11015,11,132,318,369,176943,178758,180000,0.75,1.8,2,7,22,10,0.04,0.12,0.055
11016,11,5,14,10,20552,20668,21000,0.24,0.68,0.48,1,6,0,0.049,0.29,0
11017,11,604,885,1116,546914,553136,560000,1.1,1.6,2,47,64,51,0.086,0.12,0.091
11018,11,15,12,18,37804,38223,39000,0.4,0.31,0.47,5,1,0,0.13,0.026,0
11019,11,23,23,21,52220,52632,53000,0.44,0.44,0.4,8,7,8,0.15,0.13,0.15
11020,11,1145,1618,2165,1477980,1492750,1500000,0.77,1.1,1.4,116,179,167,0.078,0.12,0.11
11021,11,72,72,61,50200,50390,51000,1.4,1.4,1.2,9,3,2,0.18,0.06,0.04
11022,11,6,11,6,23170,23308,23000,0.26,0.47,0.26,2,1,0,0.086,0.043,0
11023,11,83,120,272,153196,154091,160000,0.54,0.78,1.8,22,20,38,0.14,0.13,0.25
11024,11,2,8,13,11558,11688,12000,0.17,0.68,1.1,0,0,2,0,0,0.17
11025,11,24,68,82,72000,73290,74000,0.33,0.93,1.1,4,11,10,0.056,0.15,0.13
11026,11,31,57,35,58191,58681,59000,0.53,0.97,0.59,5,5,8,0.086,0.085,0.14
11027,11,362,505,706,268223,270716,270000,1.3,1.9,2.6,26,45,25,0.097,0.17,0.092
11028,11,87,118,126,98506,98706,99000,0.88,1.2,1.3,17,16,18,0.17,0.16,0.18
11029,11,11,11,10,37736,37908,38000,0.29,0.29,0.26,2,1,1,0.053,0.026,0.026
11030,11,21,56,57,109468,110202,110000,0.19,0.51,0.51,5,11,14,0.046,0.1,0.13
11031,11,83,140,144,116220,117010,120000,0.71,1.2,1.2,14,14,16,0.12,0.12,0.14
11032,11,51,41,74,75606,76882,78000,0.67,0.53,0.95,9,3,8,0.12,0.039,0.1
11033,11,106,145,137,119120,120334,120000,0.89,1.2,1.1,17,11,16,0.14,0.091,0.13
11034,11,4,2,7,5246,5284,5300,0.76,0.38,1.3,0,1,0,0,0.19,0
11035,11,56,76,92,81516,82270,83000,0.69,0.92,1.1,4,12,16,0.049,0.15,0.19
11036,11,3,8,5,6770,6785,6800,0.44,1.2,0.74,1,3,0,0.15,0.44,0
11037,11,274,319,334,179221,181574,180000,1.5,1.8,1.8,23,22,16,0.13,0.12,0.087
11038,11,8,5,5,11991,12102,12000,0.67,0.41,0.41,4,4,1,0.33,0.33,0.082
11039,11,24,25,36,36370,36567,37000,0.66,0.68,0.98,7,3,6,0.19,0.082,0.16
11040,11,2,4,3,18646,18800,19000,0.11,0.21,0.16,1,0,0,0.054,0,0
11041,11,50,59,78,61005,61617,62000,0.82,0.96,1.3,10,12,7,0.16,0.19,0.11
11042,11,50,113,100,144543,145599,150000,0.35,0.78,0.68,9,11,10,0.062,0.076,0.068
11043,11,7,8,5,20022,19954,20000,0.35,0.4,0.25,1,3,1,0.05,0.15,0.05
11044,11,79,113,129,57361,57900,58000,1.4,2,2.2,5,13,8,0.087,0.22,0.14
11045,11,4,4,1,11745,11774,12000,0.34,0.34,0.085,4,2,0,0.34,0.17,0
11046,11,47,67,77,72732,73346,74000,0.65,0.91,1,9,14,8,0.12,0.19,0.11
12001,12,5764,5845,4855,817933,826366,830000,7,7.1,5.8,1008,1170,883,1.2,1.4,1.1
12002,12,3,3,0,25593,25694,26000,0.12,0.12,0,3,3,0,0.12,0.12,0
12003,12,6,42,33,38839,38814,39000,0.15,1.1,0.85,3,19,16,0.077,0.49,0.41
12004,12,7,8,7,19576,19746,20000,0.36,0.41,0.35,4,6,4,0.2,0.3,0.2
12005,12,0,0,2,6894,6980,7100,0,0,0.28,0,0,0,0,0,0
12006,12,7,7,22,12540,12481,12000,0.56,0.56,1.8,6,3,12,0.48,0.24,0.96
12007,12,74,67,41,32755,32800,33000,2.3,2,1.2,35,21,15,1.1,0.64,0.46
12008,12,0,1,0,8638,8692,8700,0,0.12,0,0,0,0,0,0,0
12009,12,0,1,0,5872,5915,6000,0,0.17,0,0,1,0,0,0.17,0
12010,12,14,6,5,27028,27173,27000,0.52,0.22,0.18,12,5,1,0.44,0.18,0.037
12011,12,113,181,150,62538,62706,63000,1.8,2.9,2.4,62,100,60,0.99,1.6,0.95
12012,12,78,75,33,64454,64950,65000,1.2,1.2,0.5,49,51,17,0.76,0.79,0.26
12013,12,2,3,16,14789,14862,15000,0.14,0.2,1.1,2,3,15,0.14,0.2,1
12014,12,7,9,2,15250,15259,15000,0.46,0.59,0.13,3,3,0,0.2,0.2,0
12015,12,3,3,8,12913,12940,13000,0.23,0.23,0.62,1,0,0,0.077,0,0
12016,12,0,0,3,13158,13044,13000,0,0,0.23,0,0,2,0,0,0.15
12017,12,8,5,21,15026,15066,15000,0.53,0.33,1.4,0,1,3,0,0.066,0.2
12018,12,6,0,3,14150,14303,14000,0.42,0,0.21,3,0,1,0.21,0,0.069
12019,12,2,1,1,14726,14762,15000,0.14,0.068,0.068,0,0,1,0,0,0.068
12020,12,1,4,9,19201,19260,19000,0.052,0.21,0.47,0,2,6,0,0.1,0.31
12021,12,117,201,166,75242,75607,76000,1.6,2.7,2.2,47,108,106,0.62,1.4,1.4
12022,12,173,104,111,42634,42443,42000,4.1,2.5,2.6,82,40,67,1.9,0.94,1.6
12023,12,20,17,23,26615,26754,27000,0.75,0.64,0.86,15,13,18,0.56,0.49,0.67
12024,12,0,0,3,7111,7098,7100,0,0,0.42,0,0,2,0,0,0.28
12025,12,1,4,1,15318,15291,15000,0.065,0.26,0.065,0,2,1,0,0.13,0.065
12026,12,0,4,8,9296,9281,9300,0,0.43,0.86,0,4,1,0,0.43,0.11
12027,12,14,28,13,21752,21764,22000,0.64,1.3,0.6,8,8,1,0.37,0.37,0.046
12028,12,136,130,100,125142,126474,130000,1.1,1,0.78,42,29,46,0.34,0.23,0.36
12029,12,1001,1033,1071,252076,255642,260000,4,4,4.1,152,111,164,0.6,0.43,0.63
12030,12,5,17,13,20694,20793,21000,0.24,0.82,0.62,1,7,5,0.048,0.34,0.24
12031,12,3,2,6,6374,6327,6300,0.47,0.32,0.95,1,2,2,0.16,0.32,0.32
12032,12,5,2,18,37196,37128,37000,0.13,0.054,0.48,5,1,16,0.13,0.027,0.43
12033,12,4,2,9,14696,14746,15000,0.27,0.14,0.61,2,1,3,0.14,0.068,0.2
12034,12,3,3,17,38252,38416,39000,0.078,0.078,0.44,1,2,6,0.026,0.052,0.16
12035,12,578,500,512,145067,146461,150000,4,3.4,3.5,123,93,107,0.85,0.63,0.72
12036,12,8,9,7,10984,11014,11000,0.73,0.82,0.63,2,6,4,0.18,0.54,0.36
12037,12,0,449,2,6788,6829,6900,0,66,0.29,0,80,1,0,12,0.15
12038,12,571,449,382,123522,125299,130000,4.6,3.6,3,114,80,65,0.92,0.64,0.51
12039,12,9,10,22,25002,25146,25000,0.36,0.4,0.87,5,1,11,0.2,0.04,0.44
12040,12,3,4,18,25366,25473,26000,0.12,0.16,0.7,3,4,13,0.12,0.16,0.51
12041,12,9,8,5,30160,30278,30000,0.3,0.26,0.16,8,7,4,0.27,0.23,0.13
12042,12,8,1,0,18413,18630,19000,0.43,0.054,0,8,1,0,0.43,0.054,0
12043,12,2,2,1,19212,19156,19000,0.1,0.1,0.052,0,1,1,0,0.052,0.052
12044,12,0,0,4,11656,11702,12000,0,0,0.34,0,0,1,0,0,0.085
12045,12,7,6,12,25418,25607,26000,0.28,0.23,0.47,1,2,2,0.039,0.078,0.078
12046,12,159,150,105,63171,63701,64000,2.5,2.4,1.6,59,71,49,0.93,1.1,0.76
12047,12,2,6,3,7078,7050,7000,0.28,0.85,0.43,1,4,1,0.14,0.57,0.14
12048,12,36,14,48,45639,45544,46000,0.79,0.31,1.1,12,1,15,0.26,0.022,0.33
12049,12,2,13,11,11780,11814,12000,0.17,1.1,0.93,2,9,6,0.17,0.76,0.51
12050,12,51,92,99,37674,37726,38000,1.4,2.4,2.6,13,22,28,0.35,0.58,0.74
12051,12,5,1,3,35257,35238,35000,0.14,0.028,0.085,5,0,2,0.14,0,0.057
12052,12,15,15,8,42762,42569,42000,0.35,0.35,0.19,8,2,7,0.19,0.047,0.16
12053,12,21,35,26,49643,49866,50000,0.42,0.7,0.52,7,5,17,0.14,0.1,0.34
12054,12,4,14,41,28474,28403,28000,0.14,0.49,1.4,2,3,31,0.07,0.11,1.1
12055,12,162,153,138,106522,107074,110000,1.5,1.4,1.3,48,45,26,0.45,0.42,0.24
12056,12,22,14,8,44741,44776,45000,0.49,0.31,0.18,12,12,4,0.27,0.27,0.089
12057,12,147,175,151,63654,63983,64000,2.3,2.7,2.3,51,60,42,0.8,0.94,0.65
12058,12,57,113,137,54784,54887,55000,1,2.1,2.5,19,52,45,0.35,0.95,0.82
12059,12,6,16,18,31134,31244,31000,0.19,0.51,0.57,1,2,4,0.032,0.064,0.13
12060,12,4,3,3,13341,13343,13000,0.3,0.22,0.22,1,2,1,0.075,0.15,0.075
12061,12,49,5,51,41180,41464,42000,1.2,0.12,1.2,13,0,13,0.32,0,0.31
12062,12,7,13,4,22063,22332,23000,0.32,0.58,0.18,5,11,4,0.23,0.49,0.18
12063,12,1,0,1,10258,10328,10000,0.097,0,0.096,0,0,0,0,0,0
12064,12,7,8,1,11656,11623,12000,0.6,0.69,0.086,4,5,1,0.34,0.43,0.086
12065,12,3,5,2,7272,7310,7300,0.41,0.68,0.27,3,4,2,0.41,0.55,0.27
12066,12,198,322,181,85961,87706,89000,2.3,3.7,2,71,47,37,0.83,0.54,0.41
12067,12,5,16,18,22252,22300,22000,0.22,0.72,0.81,1,6,3,0.045,0.27,0.13
12068,12,69,6,62,26121,26086,26000,2.6,0.23,2.4,17,0,32,0.65,0,1.2
12069,12,1,10,3,12341,12211,12000,0.081,0.82,0.25,1,7,1,0.081,0.57,0.082
12070,12,0,0,1,7174,7167,7200,0,0,0.14,0,0,1,0,0,0.14
12071,12,7,4,6,28870,29107,29000,0.24,0.14,0.2,6,3,5,0.21,0.1,0.17
12072,12,12,7,3,10727,10755,11000,1.1,0.65,0.28,11,4,2,1,0.37,0.19
12073,12,6,2,2,18935,18676,18000,0.32,0.11,0.11,3,1,2,0.16,0.054,0.11
12074,12,1,1,0,23328,23530,24000,0.043,0.042,0,1,1,0,0.043,0.042,0
12075,12,13,13,46,48111,48736,49000,0.27,0.27,0.93,6,5,5,0.12,0.1,0.1
12076,12,5,5,9,33656,33880,34000,0.15,0.15,0.26,5,3,8,0.15,0.089,0.23
12077,12,13,8,12,13264,13351,13000,0.98,0.6,0.89,8,7,4,0.6,0.52,0.3
12078,12,0,6,3,19284,19423,20000,0,0.31,0.15,0,6,2,0,0.31,0.1
12079,12,0,0,0,15913,15903,16000,0,0,0,0,0,0,0,0,0
12080,12,1,4,4,7412,7474,7500,0.13,0.54,0.53,1,3,4,0.13,0.4,0.53
12081,12,0,0,0,10632,10632,11000,0,0,0,0,0,0,0,0,0
13001,13,6,3,5,20580,20734,21000,0.29,0.14,0.24,2,0,1,0.097,0,0.048
13002,13,5,8,11,41735,42209,43000,0.12,0.19,0.26,0,3,1,0,0.071,0.023
13003,13,251,133,148,55899,56564,57000,4.5,2.4,2.6,5,1,6,0.09,0.018,0.11
13004,13,4,3,2,9072,9116,9200,0.44,0.33,0.22,1,0,1,0.11,0,0.11
13005,13,2,2,5,17284,17433,18000,0.12,0.11,0.29,NA,NA,NA,NA,NA,NA
13006,13,3,2,6,19357,19420,20000,0.15,0.1,0.3,0,2,0,0,0.1,0
13007,13,0,4,5,0,11508,12000,0,0.35,0.43,0,1,1,0,0.087,0.087
13008,13,62,80,56,43411,43758,44000,1.4,1.8,1.3,1,2,1,0.023,0.046,0.023
13009,13,7,8,5,17942,18182,18000,0.39,0.44,0.27,0,1,2,0,0.055,0.11
13010,13,9,10,33,27482,27754,28000,0.33,0.36,1.2,1,0,0,0.037,0,0
13011,13,4,2,0,19593,19604,0,0.2,0.1,0,NA,NA,NA,NA,NA,NA
13012,13,29,17,17,27736,28045,28000,1,0.61,0.6,3,0,1,0.11,0,0.035
13013,13,44,18,61,32206,32717,33000,1.4,0.55,1.8,2,2,2,0.063,0.061,0.06
13014,13,0,1,2,0,17171,17000,0,0.058,0.12,0,1,1,0,0.058,0.058
13015,13,3,2,0,18978,19301,0,0.16,0.1,0,2,0,0,0.11,0,0
13016,13,9,6,14,56662,57414,59000,0.16,0.1,0.24,2,1,5,0.036,0.017,0.086
13017,13,1,0,2,12452,0,13000,0.08,0,0.16,1,0,0,0.08,0,0
13018,13,0,0,1,0,0,23000,0,0,0.044,0,0,1,0,0,0.044
13019,13,2,0,2,17961,0,18000,0.11,0,0.11,0,0,1,0,0,0.054
13021,13,2,5,6,13587,13724,14000,0.15,0.36,0.43,0,1,0,0,0.073,0
13022,13,0,2,8,0,14594,15000,0,0.14,0.54,0,1,0,0,0.069,0
13023,13,4,1,15,35082,35348,36000,0.11,0.028,0.42,0,1,1,0,0.028,0.028
13024,13,7,1,7,17643,17706,18000,0.4,0.056,0.39,2,1,1,0.11,0.056,0.055
13025,13,1,0,1,22591,0,22000,0.044,0,0.045,1,0,0,0.044,0,0
13026,13,0,0,1,0,0,13000,0,0,0.077,NA,NA,NA,NA,NA,NA
13027,13,4,2,4,23701,23713,24000,0.17,0.084,0.17,2,1,0,0.084,0.042,0
13028,13,59,44,50,124494,124990,130000,0.47,0.35,0.4,6,3,5,0.048,0.024,0.04
13029,13,64,40,48,45372,45902,46000,1.4,0.87,1,3,1,3,0.066,0.022,0.065
13030,13,219,132,125,89707,91220,93000,2.4,1.4,1.3,5,3,3,0.056,0.033,0.032
13031,13,9,7,10,12974,13014,13000,0.69,0.54,0.76,1,1,2,0.077,0.077,0.15
13034,13,1,0,2,9905,0,9900,0.1,0,0.2,1,0,0,0.1,0,0
13035,13,8,12,6,11941,12194,12000,0.67,0.98,0.49,1,1,0,0.084,0.082,0
13036,13,0,2,6,0,9606,9700,0,0.21,0.62,0,0,2,0,0,0.21
13037,13,6,6,11,21928,22066,22000,0.27,0.27,0.5,0,3,1,0,0.14,0.045
13038,13,1,4,5,8198,8360,8500,0.12,0.48,0.59,NA,NA,NA,NA,NA,NA
13039,13,1,2,2,14195,14479,15000,0.07,0.14,0.14,0,1,0,0,0.069,0
13040,13,0,5,5,0,10516,11000,0,0.48,0.47,NA,NA,NA,NA,NA,NA
13041,13,92,70,61,44150,44718,45000,2.1,1.6,1.3,2,1,0,0.046,0.022,0
13042,13,3,5,15,11372,11417,11000,0.26,0.44,1.3,0,0,3,0,0,0.26
13043,13,1,0,0,6707,0,0,0.15,0,0,1,0,0,0.15,0,0
13044,13,0,1,3,0,15818,16000,0,0.063,0.19,0,1,0,0,0.063,0
13045,13,6,7,1,9314,9467,9500,0.64,0.74,0.11,3,0,0,0.32,0,0
13046,13,1,0,5,39343,0,39000,0.025,0,0.13,1,0,1,0.025,0,0.026
13048,13,1174,1100,1111,269277,268367,270000,4.4,4.1,4.1,7,8,14,0.026,0.03,0.052
13049,13,0,1,6,0,18394,18000,0,0.054,0.33,0,1,1,0,0.054,0.054
13050,13,4,7,25,22881,23195,24000,0.17,0.3,1.1,1,1,0,0.044,0.043,0
13051,13,62,57,139,143716,152112,160000,0.43,0.37,0.87,1,1,1,0.0072,0.0067,0.0063
13052,13,12,6,11,33251,33734,34000,0.36,0.18,0.32,1,1,1,0.03,0.03,0.029
13053,13,8,5,7,18169,18074,18000,0.44,0.28,0.39,4,1,4,0.22,0.055,0.22
13054,13,8,8,8,33810,34097,35000,0.24,0.23,0.23,3,0,2,0.089,0,0.058
13055,13,3,2,2,16433,16621,17000,0.18,0.12,0.12,0,0,1,0,0,0.059
13056,13,4,8,16,34485,35006,36000,0.12,0.23,0.45,0,1,0,0,0.029,0
13057,13,3,10,14,15241,15408,16000,0.2,0.65,0.9,1,2,1,0.066,0.13,0.065
13058,13,1,0,0,17175,0,0,0.058,0,0,NA,NA,NA,NA,NA,NA
13059,13,2,0,6,35772,0,37000,0.056,0,0.16,2,0,1,0.056,0,0.028
13060,13,13,24,17,17519,17630,18000,0.74,1.4,0.96,1,4,1,0.057,0.23,0.057
13061,13,103,119,141,52219,52390,53000,2,2.3,2.7,1,2,3,0.019,0.038,0.057
13062,13,3,3,2,29494,29516,30000,0.1,0.1,0.068,1,1,1,0.034,0.034,0.034
13063,13,143,173,168,83422,84656,86000,1.7,2,2,1,4,5,0.012,0.047,0.058
