"id","state_code","total_2011","total_2012","total_2013","population_2011","population_2012","population_2013","rate_2011","rate_2012","rate_2013","h2011","h2012","h2013","rh2011","rh2012","rh2013"
26011,26,0,0,0,1728,0,0,0,0,0,0,0,0,0,0,0
26012,26,0,0,0,23780,0,0,0,0,0,0,0,0,0,0,0
26013,26,0,0,0,1715,0,0,0,0,0,0,0,0,0,0,0
26014,26,0,0,0,3652,0,0,0,0,0,0,0,0,0,0,0
26015,26,0,0,0,1514,0,0,0,0,0,0,0,0,0,0,0
26016,26,0,0,0,5380,0,0,0,0,0,0,0,0,0,0,0
26017,26,162,177,135,85858,87492,88000,1.9,2,1.5,28,25,21,0.33,0.29,0.24
26018,26,1568,1392,816,427482,433306,440000,3.7,3.2,1.9,81,99,97,0.19,0.23,0.22
26019,26,0,0,0,33854,0,0,0,0,0,0,0,0,0,0,0
26020,26,0,0,0,5630,0,0,0,0,0,0,0,0,0,0,0
26021,26,0,0,0,1678,0,0,0,0,0,0,0,0,0,0,0
26022,26,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0
26023,26,0,0,0,6629,0,0,0,0,0,0,0,0,0,0,0
26024,26,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0
26025,26,159,0,0,56186,56782,0,2.8,0,0,4,0,0,0.071,0,0
26026,26,60,0,0,63167,63916,0,0.95,0,0,2,0,0,0.032,0,0
26027,26,0,0,0,9100,0,0,0,0,0,0,0,0,0,0,0
26028,26,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,0
26029,26,274,299,193,156449,158820,160000,1.8,1.9,1.2,7,18,15,0.045,0.11,0.094
26030,26,3734,3853,2307,823852,837392,850000,4.5,4.6,2.7,68,84,62,0.083,0.1,0.073
26031,26,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0
26032,26,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0
26033,26,255,191,88,82162,82960,83000,3.1,2.3,1.1,13,9,6,0.16,0.11,0.072
26034,26,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0
26035,26,0,0,0,13002,0,0,0,0,0,0,0,0,0,0,0
26036,26,0,0,0,31384,0,0,0,0,0,0,0,0,0,0,0
26038,26,0,0,0,4869,0,0,0,0,0,0,0,0,0,0,0
26039,26,0,0,0,6626,0,0,0,0,0,0,0,0,0,0,0
26040,26,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0
26041,26,0,0,0,13242,0,0,0,0,0,0,0,0,0,0,0
26042,26,455,416,231,164462,166602,170000,2.8,2.5,1.4,18,20,6,0.11,0.12,0.036
26043,26,971,812,448,231456,235352,240000,4.2,3.5,1.9,81,63,24,0.35,0.27,0.1
26044,26,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0
26045,26,0,0,0,2987,0,0,0,0,0,0,0,0,0,0,0
26046,26,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0
26047,26,0,0,0,9777,0,0,0,0,0,0,0,0,0,0,0
26048,26,238,219,71,61698,63436,64000,3.9,3.5,1.1,15,20,1,0.24,0.32,0.016
26049,26,0,0,0,3471,0,0,0,0,0,0,0,0,0,0,0
26050,26,0,0,0,1636,0,0,0,0,0,0,0,0,0,0,0
26051,26,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0
26052,26,0,0,0,6192,0,0,0,0,0,0,0,0,0,0,0
26053,26,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0
26054,26,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0
26055,26,567,631,316,187263,190326,190000,3,3.3,1.6,7,9,17,0.037,0.047,0.089
26056,26,0,0,0,9168,0,0,0,0,0,0,0,0,0,0,0
26057,26,0,0,0,1683,0,0,0,0,0,0,0,0,0,0,0
26058,26,0,0,0,16698,0,0,0,0,0,0,0,0,0,0,0
26059,26,0,0,0,2084,0,0,0,0,0,0,0,0,0,0,0
26060,26,0,0,0,2784,0,0,0,0,0,0,0,0,0,0,0
26061,26,0,0,0,1325,0,0,0,0,0,0,0,0,0,0,0
26062,26,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0
26063,26,0,0,0,1436,0,0,0,0,0,0,0,0,0,0,0
26064,26,0,0,0,1774,0,0,0,0,0,0,0,0,0,0,0
26065,26,0,0,0,1762,0,0,0,0,0,0,0,0,0,0,0
26066,26,0,0,0,9552,0,0,0,0,0,0,0,0,0,0,0
26067,26,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0
26068,26,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0
26069,26,0,0,0,6154,0,0,0,0,0,0,0,0,0,0,0
26070,26,0,0,0,16723,0,0,0,0,0,0,0,0,0,0,0
26071,26,0,0,0,22839,0,0,0,0,0,0,0,0,0,0,0
26072,26,0,0,0,14633,0,0,0,0,0,0,0,0,0,0,0
27001,27,195,162,78,57424,57679,58000,3.4,2.8,1.3,1,4,7,0.017,0.069,0.12
27002,27,1450,1293,1041,254592,257331,260000,5.7,5,4,18,10,7,0.071,0.039,0.027
27003,27,256,261,224,103840,104597,110000,2.5,2.5,2.1,2,2,3,0.019,0.019,0.028
27004,27,6400,5553,5400,661290,670640,680000,9.7,8.3,8,61,48,39,0.092,0.072,0.057
27005,27,986,757,737,196952,198788,2e+05,5,3.8,3.7,7,9,18,0.036,0.045,0.09
27006,27,732,723,681,129442,130784,130000,5.7,5.5,5.2,22,9,9,0.17,0.069,0.068
27007,27,154,124,138,30178,30464,31000,5.1,4.1,4.5,1,2,2,0.033,0.066,0.065
27008,27,623,689,535,182338,183676,190000,3.4,3.8,2.9,18,9,17,0.099,0.049,0.092
27009,27,86,91,101,37078,37348,38000,2.3,2.4,2.7,1,3,3,0.027,0.08,0.08
27010,27,303,252,206,85590,86588,87000,3.5,2.9,2.4,2,0,0,0.023,0,0
27011,27,114,100,56,29782,29873,30000,3.8,3.3,1.9,1,0,0,0.034,0,0
27012,27,537,360,45,155467,156498,160000,3.5,2.3,0.29,8,5,0,0.051,0.032,0
27013,27,457,515,489,122490,126074,130000,3.7,4.1,3.8,0,4,4,0,0.032,0.031
27014,27,351,377,204,88444,89234,90000,4,4.2,2.3,2,4,4,0.023,0.045,0.044
27015,27,50,54,50,47051,47367,48000,1.1,1.1,1,4,3,2,0.085,0.063,0.042
27016,27,246,239,181,54538,54971,55000,4.5,4.3,3.3,10,5,3,0.18,0.091,0.054
27017,27,183,218,209,59608,59868,60000,3.1,3.6,3.5,4,7,6,0.067,0.12,0.1
28001,28,2,7,16,12359,12406,12000,0.16,0.56,1.3,0,2,6,0,0.16,0.48
28002,28,20,25,14,30516,30814,31000,0.66,0.81,0.45,5,3,1,0.16,0.097,0.032
28003,28,619,544,339,228911,236070,240000,2.7,2.3,1.4,36,39,15,0.16,0.17,0.062
28004,28,0,0,0,9292,0,0,0,0,0,0,0,0,0,0,0
28005,28,1,0,0,4658,0,0,0.21,0,0,0,0,0,0,0,0
28006,28,0,0,0,7815,0,0,0,0,0,0,0,0,0,0,0
28007,28,16,22,9,14826,14682,14000,1.1,1.5,0.62,1,3,1,0.067,0.2,0.069
28008,28,0,0,0,4540,0,0,0,0,0,0,0,0,0,0,0
28009,28,889,731,456,203498,205110,210000,4.4,3.6,2.2,36,20,6,0.18,0.098,0.029
28010,28,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0
28011,28,0,0,0,9020,0,0,0,0,0,0,0,0,0,0,0
28012,28,88,227,192,44844,45222,46000,2,5,4.2,12,30,9,0.27,0.66,0.2
28013,28,34,24,21,16252,16420,17000,2.1,1.5,1.3,6,1,6,0.37,0.061,0.36
28014,28,0,0,0,4739,0,0,0,0,0,0,0,0,0,0,0
28015,28,12,10,2,16282,16408,17000,0.74,0.61,0.12,1,1,1,0.061,0.061,0.061
28016,28,27,47,28,24366,24453,25000,1.1,1.9,1.1,20,27,8,0.82,1.1,0.33
28017,28,3,9,10,15606,15744,16000,0.19,0.57,0.63,2,2,5,0.13,0.13,0.32
28018,28,8,15,11,8525,8556,8600,0.94,1.8,1.3,2,2,8,0.23,0.23,0.93
28019,28,24,92,48,17628,17640,18000,1.4,5.2,2.7,3,10,5,0.17,0.57,0.28
28020,28,0,0,0,2651,0,0,0,0,0,0,0,0,0,0,0
28021,28,375,493,238,119280,120136,120000,3.1,4.1,2,16,20,9,0.13,0.17,0.074
28022,28,1327,1429,834,505818,510994,520000,2.6,2.8,1.6,83,91,47,0.16,0.18,0.091
28023,28,0,0,0,4578,0,0,0,0,0,0,0,0,0,0,0
28024,28,21,44,20,4643,4559,4400,4.5,9.7,4.5,6,19,7,1.3,4.2,1.6
28025,28,44,43,29,28363,28854,29000,1.6,1.5,0.99,14,19,7,0.49,0.66,0.24
28026,28,0,0,0,3587,0,0,0,0,0,0,0,0,0,0,0
28027,28,4109,3471,2229,398081,402656,410000,10,8.6,5.5,123,288,76,0.31,0.72,0.19
28028,28,0,0,0,3514,0,0,0,0,0,0,0,0,0,0,0
28029,28,5,11,8,13324,13389,13000,0.38,0.82,0.6,1,2,2,0.075,0.15,0.15
28030,28,35,45,52,14596,14778,15000,2.4,3,3.5,3,11,7,0.21,0.74,0.47
28031,28,0,0,0,1858,0,0,0,0,0,0,0,0,0,0,0
28032,28,2514,2094,1481,640907,653213,660000,3.9,3.2,2.2,88,84,49,0.14,0.13,0.074
28033,28,328,225,116,123048,124628,130000,2.7,1.8,0.92,18,20,3,0.15,0.16,0.024
28034,28,6,12,11,9510,9522,9500,0.63,1.3,1.2,0,2,0,0,0.21,0
28035,28,95,175,122,58238,58354,59000,1.6,3,2.1,30,67,31,0.52,1.1,0.53
28036,28,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0
28037,28,25,59,33,25726,26016,26000,0.97,2.3,1.3,4,11,0,0.16,0.42,0
28038,28,1977,1607,902,304234,305310,310000,6.5,5.3,2.9,49,56,18,0.16,0.18,0.059
28039,28,8,24,20,28472,28702,29000,0.28,0.84,0.69,0,1,2,0,0.035,0.069
28040,28,222,246,68,64644,64932,65000,3.4,3.8,1,54,52,10,0.84,0.8,0.15
28041,28,3055,2848,1628,336292,341232,350000,9.1,8.3,4.7,92,143,116,0.27,0.42,0.34
28042,28,0,0,0,6420,0,0,0,0,0,0,0,0,0,0,0
28043,28,44,68,45,23596,23769,24000,1.9,2.9,1.9,2,4,0,0.085,0.17,0
29001,29,6,13,8,10546,10844,11000,0.57,1.2,0.72,1,1,0,0.095,0.092,0
29002,29,24,17,31,13894,14106,14000,1.7,1.2,2.2,1,0,1,0.072,0,0.07
29003,29,5,3,3,6234,6318,6400,0.8,0.47,0.47,0,1,1,0,0.16,0.16
29004,29,6,3,2,16539,16772,17000,0.36,0.18,0.12,2,0,0,0.12,0,0
29005,29,236,222,269,78895,79804,81000,3,2.8,3.3,5,5,1,0.063,0.063,0.012
29006,29,140,109,128,46604,47308,48000,3,2.3,2.7,5,6,5,0.11,0.13,0.1
29007,29,23,9,13,15932,16152,16000,1.4,0.56,0.79,0,2,0,0,0.12,0
29008,29,20,9,12,14096,14254,14000,1.4,0.63,0.83,0,0,1,0,0,0.069
29009,29,3,1,1,5324,5431,5500,0.56,0.18,0.18,0,0,0,0,0,0
29010,29,177,151,177,68104,68849,70000,2.6,2.2,2.5,5,0,5,0.073,0,0.072
29011,29,1,4,2,4412,4456,4500,0.23,0.9,0.44,0,0,1,0,0,0.22
29012,29,3,9,9,8616,8688,8800,0.35,1,1,0,0,1,0,0,0.11
29013,29,123,99,111,88290,89602,91000,1.4,1.1,1.2,2,3,6,0.023,0.033,0.066
29014,29,17,11,4,14397,14582,15000,1.2,0.75,0.27,2,0,0,0.14,0,0
29015,29,23,42,38,36451,36958,37000,0.63,1.1,1,5,0,0,0.14,0,0
29016,29,8,3,3,7012,7096,7200,1.1,0.42,0.42,0,1,0,0,0.14,0
29017,29,5,7,5,10216,10408,11000,0.49,0.67,0.47,1,1,0,0.098,0.096,0
29018,29,31,22,42,36388,36914,37000,0.85,0.6,1.1,0,1,1,0,0.027,0.027
29019,29,20,8,18,19640,20031,20000,1,0.4,0.88,0,0,0,0,0,0
29020,29,9,4,5,8856,9011,9200,1,0.44,0.55,1,1,0,0.11,0.11,0
29021,29,6,8,13,17166,17350,18000,0.35,0.46,0.74,0,1,2,0,0.058,0.11
29022,29,2,6,3,5956,6055,6200,0.34,0.99,0.49,0,0,2,0,0,0.33
29023,29,28,42,40,24490,24836,25000,1.1,1.7,1.6,0,2,2,0,0.081,0.079
29024,29,17,24,20,26202,26633,27000,0.65,0.9,0.74,2,1,0,0.076,0.038,0
29025,29,78,89,81,72098,73094,74000,1.1,1.2,1.1,3,1,6,0.042,0.014,0.081
29026,29,8,13,12,18929,19334,20000,0.42,0.67,0.61,0,1,0,0,0.052,0
29027,29,9,10,11,12201,12370,13000,0.74,0.81,0.88,1,0,3,0.082,0,0.24
29028,29,13,17,10,22594,22981,23000,0.58,0.74,0.43,1,0,1,0.044,0,0.043
29029,29,10,16,7,11693,11980,12000,0.86,1.3,0.57,0,1,0,0,0.083,0
29030,29,4,4,1,14243,14420,15000,0.28,0.28,0.068,0,1,0,0,0.069,0
29031,29,11,14,14,30257,30890,31000,0.36,0.45,0.44,2,0,1,0.066,0,0.032
29032,29,4,12,15,12871,13054,13000,0.31,0.92,1.1,0,0,1,0,0,0.076
29033,29,318,263,248,93106,94477,96000,3.4,2.8,2.6,18,5,7,0.19,0.053,0.073
29034,29,26,13,16,41508,42117,43000,0.63,0.31,0.37,4,5,2,0.096,0.12,0.047
29035,29,5,0,7,5824,5921,6000,0.86,0,1.2,1,0,1,0.17,0,0.17
29036,29,13,18,12,21308,21568,22000,0.61,0.83,0.55,0,1,1,0,0.046,0.046
29037,29,6,5,3,8340,8362,8400,0.72,0.6,0.36,1,0,0,0.12,0,0
29038,29,14,15,18,15356,15674,16000,0.91,0.96,1.1,1,2,2,0.065,0.13,0.13
29039,29,21,10,17,22610,22940,23000,0.93,0.44,0.73,1,1,1,0.044,0.044,0.043
29040,29,12,5,6,10234,10420,11000,1.2,0.48,0.57,0,0,0,0,0,0
29041,29,33,33,30,28046,28459,29000,1.2,1.2,1,2,1,3,0.071,0.035,0.1
29042,29,11,22,14,12826,13072,13000,0.86,1.7,1.1,0,1,0,0,0.076,0
29043,29,39,34,26,34984,35820,37000,1.1,0.95,0.71,1,3,2,0.029,0.084,0.055
29044,29,63,72,42,40166,40786,41000,1.6,1.8,1,1,2,3,0.025,0.049,0.072
29045,29,0,2,0,5931,6018,6100,0,0.33,0,0,0,0,0,0,0
29046,29,0,1,1,4287,4342,4400,0,0.23,0.23,0,0,0,0,0,0
29047,29,0,1,0,2878,2916,3000,0,0.34,0,0,0,0,0,0,0
29048,29,21,18,19,17537,17812,18000,1.2,1,1.1,0,3,4,0,0.17,0.22
29049,29,2,3,2,5290,5382,5500,0.38,0.56,0.37,0,0,0,0,0,0
29050,29,5,4,2,10065,10118,10000,0.5,0.4,0.2,1,2,0,0.099,0.2,0
29051,29,3,6,1,3782,3868,3900,0.79,1.6,0.25,0,0,0,0,0,0
29052,29,2,1,0,5867,5948,6000,0.34,0.17,0,0,1,0,0,0.17,0
29053,29,1,11,10,7022,7100,7200,0.14,1.5,1.4,0,0,1,0,0,0.14
29054,29,1,1,3,5202,5262,5300,0.19,0.19,0.56,0,0,0,0,0,0
29055,29,1,1,0,2942,2984,3000,0.34,0.34,0,1,0,0,0.34,0,0
29056,29,5,7,4,7178,7309,7400,0.7,0.96,0.54,0,1,0,0,0.14,0
29057,29,2,13,3,4552,4639,4700,0.44,2.8,0.64,0,0,0,0,0,0
29058,29,3,5,6,8288,8412,8500,0.36,0.59,0.7,0,0,2,0,0,0.23
29059,29,3,3,3,6606,6738,6900,0.45,0.45,0.44,0,0,0,0,0,0
29060,29,8,4,4,4585,4642,4700,1.7,0.86,0.85,0,1,0,0,0.22,0
30003,30,140,47,53,85602,86204,87000,1.6,0.55,0.61,8,1,3,0.093,0.012,0.035
30004,30,7,10,7,41974,42310,43000,0.17,0.24,0.16,2,1,3,0.048,0.024,0.071
30010,30,14,50,31,61296,61558,62000,0.23,0.81,0.5,2,11,6,0.033,0.18,0.097
30011,30,84,27,36,53170,53590,54000,1.6,0.5,0.67,9,3,6,0.17,0.056,0.11
30014,30,27,39,11,43517,43978,44000,0.62,0.89,0.25,2,7,0,0.046,0.16,0
30023,30,9,13,42,49692,50160,50000,0.18,0.26,0.83,7,7,5,0.14,0.14,0.099
30028,30,267,372,379,139026,138836,140000,1.9,2.7,2.7,22,14,18,0.16,0.1,0.13
30030,30,61,87,24,42700,43023,43000,1.4,2,0.55,1,4,0,0.023,0.093,0
30032,30,13,8,1,49378,49650,50000,0.26,0.16,0.02,3,2,0,0.061,0.04,0
30038,30,134,62,75,88870,89704,90000,1.5,0.69,0.83,3,8,6,0.034,0.089,0.066
30039,30,568,437,558,314719,318452,320000,1.8,1.4,1.7,18,14,21,0.057,0.044,0.065
30040,30,19,30,15,49960,50604,51000,0.38,0.59,0.29,0,2,1,0,0.04,0.02
30044,30,444,423,173,200726,202198,2e+05,2.2,2.1,0.85,8,16,5,0.04,0.079,0.025
30045,30,224,210,56,58422,58757,59000,3.8,3.6,0.95,13,19,7,0.22,0.32,0.12
30047,30,7,4,6,53712,54179,55000,0.13,0.074,0.11,1,2,1,0.019,0.037,0.018
30048,30,175,55,105,122090,123902,130000,1.4,0.44,0.84,8,2,5,0.066,0.016,0.04
30058,30,13,17,13,55327,55204,55000,0.23,0.31,0.24,3,0,1,0.054,0,0.018
30061,30,108,15,82,79557,80338,81000,1.4,0.19,1,12,4,6,0.15,0.05,0.074
30065,30,35,28,15,65108,66596,68000,0.54,0.42,0.22,2,7,1,0.031,0.11,0.015
30068,30,93,87,32,61686,62490,63000,1.5,1.4,0.51,3,3,1,0.049,0.048,0.016
30071,30,52,55,24,56304,56981,57000,0.92,0.97,0.42,4,10,3,0.071,0.18,0.052
30073,30,5,11,6,42699,43073,43000,0.12,0.26,0.14,1,3,2,0.023,0.07,0.046
30077,30,66,97,93,43438,43912,44000,1.5,2.2,2.1,7,14,12,0.16,0.32,0.27
30083,30,4,8,1,50221,50264,50000,0.08,0.16,0.02,1,3,1,0.02,0.06,0.02
30085,30,32,11,6,67012,67632,68000,0.48,0.16,0.088,2,1,0,0.03,0.015,0
30086,30,20,34,28,41499,41762,42000,0.48,0.81,0.67,3,11,4,0.072,0.26,0.095
30087,30,1164,1095,538,473302,479624,480000,2.5,2.3,1.1,22,50,18,0.046,0.1,0.037
30102,30,232,259,209,103004,103526,1e+05,2.3,2.5,2,18,18,11,0.17,0.17,0.11
30105,30,55,63,39,65326,68335,70000,0.84,0.92,0.55,9,4,2,0.14,0.059,0.028
30108,30,254,183,288,160759,161658,160000,1.6,1.1,1.8,10,7,7,0.062,0.043,0.043
30109,30,56,81,63,64074,64399,65000,0.87,1.3,0.97,2,8,7,0.031,0.12,0.11
30118,30,367,316,201,122880,123404,120000,3,2.6,1.6,10,5,3,0.081,0.041,0.024
30123,30,342,274,196,99392,100064,1e+05,3.4,2.7,1.9,30,22,10,0.3,0.22,0.099
30124,30,205,170,149,161041,161746,160000,1.3,1.1,0.92,18,30,12,0.11,0.19,0.074
30128,30,86,142,100,70999,71784,72000,1.2,2,1.4,3,7,7,0.042,0.098,0.097
30130,30,50,34,10,41876,42202,42000,1.2,0.81,0.24,6,11,1,0.14,0.26,0.024
30131,30,699,625,589,197779,199364,2e+05,3.5,3.1,2.9,21,23,14,0.11,0.12,0.07
30133,30,1,28,53,56304,56594,57000,0.018,0.49,0.93,0,3,6,0,0.053,0.11
30138,30,33,17,16,41122,41228,41000,0.8,0.41,0.39,7,3,3,0.17,0.073,0.073
30141,30,114,129,70,160817,162052,160000,0.71,0.8,0.43,7,6,4,0.044,0.037,0.025
30143,30,12,19,9,57246,57490,58000,0.21,0.33,0.16,2,2,1,0.035,0.035,0.017
30155,30,117,67,52,102732,102866,1e+05,1.1,0.65,0.5,18,3,2,0.18,0.029,0.019
30160,30,191,147,109,106034,106416,110000,1.8,1.4,1,8,15,12,0.075,0.14,0.11
30173,30,52,36,22,53893,54356,55000,0.96,0.66,0.4,5,7,0,0.093,0.13,0
30174,30,301,322,235,96879,97925,99000,3.1,3.3,2.4,14,20,15,0.14,0.2,0.15
30175,30,152,132,119,92434,93445,94000,1.6,1.4,1.3,11,8,3,0.12,0.086,0.032
30183,30,48,84,56,59281,59712,60000,0.81,1.4,0.93,1,6,7,0.017,0.1,0.12
30189,30,279,187,202,146732,147878,150000,1.9,1.3,1.4,11,9,12,0.075,0.061,0.081
30193,30,1166,1629,1625,566939,572582,580000,2.1,2.8,2.8,102,85,63,0.18,0.15,0.11
30201,30,14,25,6,42740,43034,43000,0.33,0.58,0.14,3,4,1,0.07,0.093,0.023
30204,30,44,11,24,46819,47084,47000,0.94,0.23,0.51,2,2,1,0.043,0.042,0.021
30207,30,85,81,48,45904,46170,46000,1.9,1.8,1,10,14,4,0.22,0.3,0.086
31038,31,48,20,14,31904,32390,33000,1.5,0.62,0.43,1,0,0,0.031,0,0
31040,31,71,80,22,26804,27106,27000,2.6,3,0.8,2,2,0,0.075,0.074,0
31041,31,0,105,190,87426,91650,95000,0,1.1,2,0,0,4,0,0,0.042
31048,31,30,49,41,22286,22504,23000,1.3,2.2,1.8,0,6,0,0,0.27,0
31050,31,2532,2048,1428,858340,869811,880000,2.9,2.4,1.6,33,17,0,0.038,0.02,0
31052,31,96,129,72,35102,35549,36000,2.7,3.6,2,2,1,1,0.057,0.028,0.028
31059,31,176,172,177,55918,56722,57000,3.1,3,3.1,1,0,1,0.018,0,0.017
31079,31,62,96,20,41966,42521,43000,1.5,2.3,0.46,1,4,3,0.024,0.094,0.07
31089,31,76,106,37,38882,39355,40000,2,2.7,0.93,2,3,1,0.051,0.076,0.025
31096,31,83,125,70,75052,75745,76000,1.1,1.7,0.92,3,3,1,0.04,0.04,0.013
31101,31,36,110,57,51593,51690,52000,0.7,2.1,1.1,1,1,1,0.019,0.019,0.019
31102,31,193,136,113,76656,77646,79000,2.5,1.8,1.4,0,1,4,0,0.013,0.051
32005,32,113,142,18,41008,41418,42000,2.8,3.4,0.43,2,3,1,0.049,0.072,0.024
32007,32,52,57,25,13063,13139,13000,4,4.3,1.9,2,3,2,0.15,0.23,0.15
32010,32,453,763,785,218434,220290,220000,2.1,3.5,3.5,6,28,50,0.027,0.13,0.23
32019,32,58,55,79,23824,23864,24000,2.4,2.3,3.3,8,6,2,0.34,0.25,0.084
32020,32,120,264,210,59185,59718,60000,2,4.4,3.5,7,11,6,0.12,0.18,0.1
32023,32,41,23,18,12521,12582,13000,3.3,1.8,1.4,3,0,4,0.24,0,0.32
32024,32,68,71,63,49798,50342,51000,1.4,1.4,1.2,1,3,0,0.02,0.06,0
32025,32,0,0,0,12587,0,0,0,0,0,0,0,0,0,0,0
32029,32,93,173,103,22752,22896,23000,4.1,7.6,4.5,1,8,5,0.044,0.35,0.22
32034,32,40,31,51,28522,28696,29000,1.4,1.1,1.8,2,1,5,0.07,0.035,0.17
32036,32,208,108,61,41642,41954,42000,5,2.6,1.4,7,14,4,0.17,0.33,0.095
32038,32,83,55,52,71121,71490,72000,1.2,0.77,0.72,6,9,4,0.084,0.13,0.056
32039,32,112,116,165,64360,64942,66000,1.7,1.8,2.5,3,4,9,0.047,0.062,0.14
32042,32,179,141,114,62292,62586,63000,2.9,2.3,1.8,15,30,12,0.24,0.48,0.19
32047,32,31,24,21,5572,5585,5600,5.6,4.3,3.8,5,1,0,0.9,0.18,0
32048,32,114,117,163,26590,27038,27000,4.3,4.3,5.9,5,4,3,0.19,0.15,0.11
32049,32,15,43,50,33664,33619,34000,0.45,1.3,1.5,1,5,9,0.03,0.15,0.27
32055,32,48,47,27,29743,29774,30000,1.6,1.6,0.91,4,1,3,0.13,0.034,0.1
32056,32,2344,2341,1517,141214,142222,140000,17,16,11,27,59,38,0.19,0.41,0.27
